actors,country,directors,duration,name
"[('马修·布罗德里克', '饰：辛巴（配音） Adult Simba (voice)'), ('尼基塔·卡兰姆', '饰：青年娜拉（配音） Young Nala (voice)'), ('詹姆斯·厄尔·琼斯', '饰：木法沙（配音） Mufasa (voice)'), ('杰瑞米·艾恩斯', '饰：刀疤（配音） Scar (voice)'), ('吉姆·卡明斯', '饰：艾德（配音） Ed (voice)'), ('内森·连恩', '饰：蒂莫（配音） Timon (voice)'), ('厄尼·萨贝拉', '饰：彭彭（配音） Pumbaa (voice)'), ('罗伯特·吉尔劳姆', '饰：拉飞奇'), ('罗温·艾金森', '饰：沙祖'), ('莫伊拉·凯利', '饰：成年娜拉（配音） Adult Nala (voice)'), ('乌比·戈德堡', '饰：Shenzi (voice)'), ('佐伊·里德尔', ""饰：Sarafina - Nala's Mother (voice)""), ('切奇·马林', '饰：Banzai (voice)'), ('玛奇·辛克莱', '饰：沙拉碧'), ('乔纳森·泰勒·托马斯', '饰：年轻的辛巴 Young Simba (voice)'), ('弗兰克·维尔克', '饰：Additional Voice (voice)'), ('凯茜·卡瓦蒂妮', '饰：Additional Voice (voice)'), ('Judi M. Durand', '饰：Additional Voice (voice) (as Judi Durand)'), ('Daamen J. Krall', '饰：Additional Voice (voice) (as Daamen Krall)'), ('David McCharen', '饰：Additional Voice (voice)'), ('Mary Linda Phillips', '饰：Additional Voice (voice) (as Linda Phillips)'), ('菲尔·普洛克特', '饰：Additional Voice (voice)'), ('David Randolph', '饰：Additional Voice (voice)'), ('埃文·绍塞多', ""饰：Young Simba - in 'Morning Report' (singing voice) (uncredited)""), ('Brian Tochi', '饰：Fighting Hyena (voice) (uncredited)'), ('贾森·韦弗', '饰：Young Simba       (singing voice)'), ('Laura Williams', '饰：Young Nala')]",美国,"[('罗杰·阿勒斯', 'https://p0.meituan.net/movie/ae138a68b64ae733104e6488e4f16ac051904.jpg@128w_170h_1e_1c'), ('罗伯·明可夫', 'https://p1.meituan.net/movie/e064bd1c9d460646489c360d4f7e15e842303.jpg@128w_170h_1e_1c')]",89 分钟,狮子王 - The Lion King
"[('金·凯瑞', '饰：楚门 Truman Burbank'), ('劳拉·琳妮', '饰：Meryl Burbank,Hannah Gill'), ('诺亚·艾默里奇', '饰：Marlon'), ('安东尼·科隆', '饰：Security Guard'), ('艾德·哈里斯', '饰：Christof'), ('保罗·吉亚玛提', '饰：Control Room Director'), ('菲利普·贝克·霍尔', '饰：Network Executive'), ('布赖恩·戴拉特', ""饰：Truman's Father""), ('Mario Ernesto Sánchez', '饰：Security Guard (as Mario Ernesto Sanchez)'), ('马西娅·德波尼斯', '饰：Nurse'), ('Sam Kitchin', '饰：Surgeon'), ('Adam Tomei', '饰：Control Room Director'), ('澳澜·琼斯', '饰：Bar Waitress'), ('特里·金瑞利', '饰：Man in Bathtub'), ('Donna Hardy', '饰：Senior Citizen (as Dona Hardy)'), ('乔尔·麦金农·米勒', '饰：Garage Attendant'), ('Susan Angelo', '饰：Mother'), ('冈本玉二', '饰：Japanese Family'), ('马克·麦考利', '饰：(uncredited)'), ('Kevin D. Ross', '饰：Talk Show Caller (voice) (uncredited)'), ('Mickalean McCormick', '饰：Assistant to Christof (uncredited)'), ('梅丽莎·菲茨杰拉德', '饰：Girl Dancing with Marlon (uncredited)'), ('Jake Eberle', '饰：Classical Clive (uncredited)'), ('Kiyoko Yamaguchi', '饰：Japanese Family'), ('Carly Smiga', '饰：Daughter'), ('Tom Simmons', '饰：Garage Attendant'), ('珍妮特·米勒', '饰：Senior Citizen'), ('Lorin Moore', '饰：Ticket Handler (uncredited)'), ('Courtney Pakiz', '饰：German linguist,interpreter'), ('Joseph Lucus', '饰：Ticket Taker'), ('Logan Kirksey', '饰：TV Host'), ('Matthew McDonough', '饰：Man at Newsstand'), ('Larry McDowell', '饰：Man at Newsstand'), ('Robert Davis', '饰：Couple at Picnic Table'), ('R.J. Murdock', '饰：Production Assistant'), ('Darryl Davis', '饰：Couple at Picnic Table'), ('Zoaunne LeRoy', '饰：Bar Patron'), ('Millie Slavin', '饰：Bar Patron'), ('Joe Minjares', '饰：Bartender'), ('Al Foster', '饰：Bar Patron'), ('John Pramik', '饰：Keyboard Artist'), ('Krista Lynn Landolfi', '饰：Bar Waitress'), ('伍娜·戴蒙', '饰：Chloe'), ('约翰·普莱舍', '饰：Network Executive'), ('Earl Hilliard Jr.', '饰：Ferry Worker'), ('贾德森·沃恩', '饰：Insurance Co-Worker'), ('Jim Towers', '饰：Bus Supervisor'), ('David Andrew Nash', '饰：Bus Driver,Ferry Captain'), ('Nastassja Schmiedt', ""饰：Truman's Neighbor""), ('Angel Schmiedt', ""饰：Truman's Neighbor""), ('Mal Jones', '饰：News Vendor'), ('Muriel Moore', '饰：Teacher'), ('Mark Alan Gillott', '饰：Policeman at Power Plant'), ('Dave Corey', '饰：Hospital Security Guard'), ('Tony Todd', ""饰：Policeman at Truman's House""), ('Jay Saiter', ""饰：Policeman at Truman's House""), ('约翰·罗斯留斯', '饰：Man at Beach'), ('Savannah Swafford', '饰：Little Girl in Bus'), ('Sebastian Youngblood', '饰：Orderly'), ('Kade Coates', '饰：Truman (4 years)'), ('彼得·克劳斯', '饰：Lawrence'), ('哈里·谢尔', '饰：Mike Michaelson'), ('菲利普·格拉斯', '饰：Keyboard Artist'), ('中村佐惠美', '饰：Japanese Family'), ('娜塔莎·麦克艾霍恩', '饰：Lauren,Sylvia'), ('Don Taylor', '饰：Don'), ('Ted Raymond', '饰：Spencer'), ('Judy Clayton', '饰：Travel Agent'), ('Fritz Dominique', ""饰：Truman's Neighbor""), ('霍兰德·泰勒', ""饰：Truman's Mother""), ('Blair Slater', '饰：Young Truman'), ('海蒂·谢兹', '饰：Vivien'), ('Ron Taylor', '饰：Ron'), ('Marco Rubeo', '饰：Man in Christmas Box'), ('Dona Hardy', '饰：Senior Citizen')]",美国,"[('彼得·威尔', 'https://p0.meituan.net/movie/db2fd7d87bba01e3b61db7d221811ae540060.jpg@128w_170h_1e_1c')]",103 分钟,楚门的世界 - The Truman Show
"[('格利高里·派克', '饰：乔 Joe Bradley'), ('奥黛丽·赫本', '饰：安妮公主 Princess Ann'), ('埃迪·艾伯特', '饰：欧文 Irving Radovich'), ('哈特利·鲍尔', '饰：轩尼斯先生 Mr. Hennessy'), ('哈考特·威廉姆斯', '饰：Ambassador'), ('玛格丽特·罗林斯', '饰：Countess Vereberg'), ('托里奥·卡米纳提', '饰：普鲁弗诺将军 General Provno'), ('Paolo Carlini', '饰：Mario Delani'), ('Claudio Ermelli', '饰：Giovanni'), ('保拉·布鲁布尼', '饰：Charwoman'), ('里佐·弗雷多里佐', '饰：出租车司机 Taxicab Driver'), ('Laura Solari', ""饰：Hennessy's Secretary""), ('Gorella Gori', '饰：Shoe Seller'), ('Armando Ambrogi', '饰：Man on Phone (uncredited)'), ('Armando Annuale', '饰：与公主跳舞的海军上将 Admiral Dancing with Princess (uncredited)'), ('毛里齐奥·阿雷纳', '饰：Young Boy with Car (uncredited)'), ('Silvio Bagolini', '饰：Undetermined Role (uncredited)'), ('乌戈·巴莱里尼', '饰：Embassy Aide (uncredited)'), ('Bruno Baschiera', '饰：Embassy Aide (uncredited)'), ('Gildo Bocci', '饰：Flower Seller (uncredited)'), ('阿尔弗雷德·布朗', '饰：Correspondent at Poker Game (uncredited)'), ('Princess Alma Cattaneo', '饰：Lady in Waiting (uncredited)'), ('J. Cortes Cavanillas', ""饰：Julian Cortes Cavanillas of 'ABC Madrid' (uncredited)""), ('弗兰科·科尔萨罗', '饰：角色待定'), ('John Cortay', '饰：Correspondent at Poker Game (uncredited)'), ('Vittoria Crispo', '饰：Undetermined Role (uncredited)'), ('Ferdinando De Aldisio', ""饰：Ferdinando De Aldisio of 'Agence Press' (uncredited)""), ('乌戈·德·帕斯卡尔', '饰：Embassy Aide (uncredited)'), ('Jan Dijksgraaf', '饰：Speaking Correspondent (uncredited)'), ('安德烈·艾斯特哈兹', '饰：Embassy Aide (uncredited)'), ('Gherda Fehrer', '饰：Senhora Joaquin de Capoes (uncredited)'), ('雅克·费里尔', ""饰：Lacques Ferrier of 'Ici Paris' (uncredited)""), ('Helen Fondra', '饰：Countess Von Marstrand (uncredited)'), ('Giovanni Fostini', '饰：Correspondent at Poker Game (uncredited)'), ('Sytske Galema', ""饰：Sytske Galema of 'De Limie' (uncredited)""), ('保罗·加里', '饰：角色待定'), ('Adam Jennette', '饰：Speaking Correspondent (uncredited)'), ('G. Kabulska', '饰：Undetermined Role (uncredited)'), ('约翰·霍恩', '饰：Master of Ceremonies (uncredited)'), ('史蒂芬·豪斯', ""饰：Stephen House of 'The London Exchange Telegraph' (uncredited)""), ('特蕾莎·戈捷', '饰：Ihre Hoheit die Furstin von und zu Luchtenstichenholz (uncredite'), ('奥托·格罗斯', ""饰：Otto Gross of 'Davar' (uncredited)""), ('Sidney Gordon', '饰：Correspondent at Poker Game (uncredited)'), ('爱德华·希区柯克', '饰：Head of Foreign Correspondents (uncredited)'), ('Heinz Hindrich', '饰：Dr. Bonnachoven (uncredited)'), ('朱斯蒂诺·奥利维', '饰：Waiter at Cafe (uncredited)'), ('Desiderio Nobile', '饰：Embassy Officer at Press Conference (uncredited)'), ('理查德·纽豪斯', '饰：Embassy Guard (uncredited)'), ('Julio Moriones', ""饰：Julio Moriones of 'La Vanguardia' (uncredited)""), ('米莫·波利', '饰：Worker Hugging the Three Out Side Police Station (uncredited)'), ('贾科莫·奔萨', '饰：The Papal Nuncio Monsignor Altomonte (uncredited)'), ('Piero Pastore', '饰：Faceless Man on the Barge (uncredited)'), ('埃里克·奥顿', '饰：Sir Hugo Macy de Farmington (uncredited)'), ('Giuliano Raffaelli', '饰：Faceless Man on the Barge (uncredited)'), ('弗里德里希·兰普', ""饰：Friedrich Lampe of 'New York Herald-Tribune' (uncredited)""), ('黛安·兰特', '饰：Lady in Waiting (uncredited)'), ('库尔特·克林格', ""饰：Kurt Klinger of 'Deutsch Press Agentur' (uncredited)""), ('Nicola Konopleff', '饰：Ihre Hoheit der Furst von und zu Luchtenstichenholz (uncredited)'), ('Mario Lucinni', '饰：Senhor Joaquin de Capoes (uncredited)'), ('路易斯·马里诺', '饰：Hassan El Din Pasha (uncredited)'), ('Princess Lilamani', '饰：The Raikuuari of Khanipur (uncredited)'), ('Luigi Locchi', '饰：Count Von Marstrand (uncredited)'), ('Maurice Montabre', ""饰：Maurice Montabre of 'Le Figaro' (uncredited)""), ('理查德·麦克纳马拉', '饰：Correspondent at Poker Game (uncredited)'), ('拉宾德拉纳特·米特', '饰：H.R.H. The Maharajah (uncredited)'), ('多米尼克·丽卡', '饰：Girl at Cafe Waving at Irving (uncredited)'), ('Luigi Moneta', '饰：Old Man Dancing with Princess (uncredited)'), ('Carlo Rizzo', '饰：警察局局长 Police Official (uncredited)'), ('Piero Scanziani', ""饰：Piero Scanziani of 'La Suisse' (uncredited)""), ('Gianna Segale', '饰：Girl at Cafe Waving at Irving (uncredited)'), ('Octave Senoret', '饰：Faceless Man on the Barge (uncredited)'), ('Sir Hari Singh', '饰：Hari Singh (uncredited)'), ('Alcide Tico', '饰：Sculptor (uncredited)'), ('阿梅代奥·特里利', '饰：Undetermined Role (uncredited)'), ('海伦·塔布斯', '饰：Undetermined Role (uncredited)'), ('Marco Tulli', '饰：Pallid Young Man Dancing with Princess (uncredited)'), ('Joop van Hulzen', '饰：Undetermined Role (uncredited)'), ('帕特里夏·瓦尔纳', '饰：Teacher at Fontana di Trevi (uncredited)'), ('Dianora Veiga', '饰：Girl at Cafe Waving at Irving (uncredited)'), ('Cesare Viori', '饰：Prince Istvan Barossy Nagyavaros (uncredited)'), ('塔尼亚·韦伯', ""饰：Francesca - Irving's Model (uncredited)""), ('Hank Werbe', '饰：Speaking Correspondent (uncredited)'), ('Catherine Wyler', '饰：Schoolgirl (uncredited)'), ('Judy Wyler', '饰：Schoolgirl (uncredited)'), ('George Higgins II', '饰：Correspondent at Poker Game (uncredited)')]",美国,"[('威廉·惠勒', 'https://p1.meituan.net/movie/169af816a0d3f32581d5610b93b6f3467739.jpg@128w_170h_1e_1c')]",118 分钟,罗马假日 - Roman Holiday
"[('费雯·丽', '饰：斯嘉丽 Scarlett OHara'), ('克拉克·盖博', '饰：瑞德 Rhett Butle'), ('奥利维娅·德哈维兰', '饰：梅兰妮 Melanie Hamilton (as Olivia deHavilland)'), ('莱斯利·霍华德', '饰：艾希礼  Ashley Wilkes'), ('海蒂·麦克丹尼尔斯', '饰：Mammy'), ('埃迪·安德森', '饰：Uncle Peter (as Eddie Anderson)'), ('托马斯.米切尔', '饰：Gerald OHara'), ('芭芭拉·欧内尔', '饰：Ellen OHara (as Barbara ONeill)'), ('伊夫林·凯耶斯', '饰：Suellen OHara'), ('乔治·里弗斯', '饰：Stuart Tarleton'), ('巴特弗莱·麦昆', '饰：Prissy'), ('维克托·乔里', '饰：Jonas Wilkerson (the overseer)'), ('埃弗雷特·布朗', '饰：Big Sam'), ('霍华德·C·希克曼', '饰：John Wilkes (as Howard Hickman)'), ('兰德·布鲁克斯', '饰：Charles Hamilton'), ('劳拉·霍普·克鲁斯', '饰：""Aunt """"Pittypat"""" Hamilton""'), ('哈里·达文波特', '饰：Dr. Meade'), ('利昂娜·罗伯特', '饰：Mrs. Meade'), ('简·达威尔', '饰：Mrs. Dolly Merriwether'), ('保罗·赫斯特', '饰：Yankee deserter'), ('卡米·金·肯伦', '饰：Bonnie Blue Butler'), ('欧娜·满森', '饰：Belle Watling'), ('J·M·克里根', '饰：Johnny Gallagher'), ('Jackie Moran', '饰：Phil Meade'), ('莉莲·肯布尔-库珀', '饰：Bonnies nurse in London (as L. Kemble-Cooper)'), ('米基·库恩', '饰：Beau Wilkes'), ('欧文·培根', '饰：Corporal'), ('威廉·贝克韦尔', '饰：Mounted officer'), ('伊莎贝尔·朱尔', '饰：Emmy Slattery'), ('沃德·邦德', '饰：Tom (Yankee captain)'), ('克里夫·爱德华兹', '饰：Reminiscent soldier'), ('亚基马·坎纳特', '饰：Renegade'), ('路易斯·让·埃特', '饰：Hungry soldier'), ('奥林·霍兰德', '饰：Yankee businessman'), ('罗伯特·埃利奥特', '饰：Yankee major'), ('玛丽·安德森', '饰：Maybelle Merriwether'), ('Eric Alden', '饰：Rafe Calvert (uncredited)'), ('John Arledge', '饰：Dying soldier (uncredited)'), ('罗斯科·阿蒂斯', '饰：Convalescent soldier (uncredited)'), ('特雷弗·巴德特', '饰：(uncredited)'), ('Ralph Brooks', '饰：Gentleman (uncredited)'), ('Daisy Bufford', '饰：Housemaid (evening prayers) (uncredited)'), ('James Bush', '饰：Gentleman (uncredited)'), ('Louise Carter', ""饰：Bandleader's wife (uncredited)""), ('艾德·钱德勒', '饰：Sergeant at Hospital (uncredited)'), ('Wallis Clark', '饰：Poker-playing captain (uncredited)'), ('Frank Coghlan Jr.', '饰：Collapsing soldier (uncredited)'), ('基诺科拉多', '饰：(uncredited)'), ('Luke Cosgrave', '饰：Bandleader (uncredited)'), ('Kernan Cripps', '饰：Yankee soldier in Shantytown (uncredited)'), ('Phyllis Douglas', '饰：Bonnie Blue Butler (at age 2) (uncredited)'), ('Edythe Elliott', ""饰：General's wife (uncredited)""), ('理查德·法恩斯沃斯', '饰：Soldier (uncredited)'), ('弗兰克·费伦', '饰：Soldier aiding Dr. Meade (uncredited)'), ('C. Hamilton', '饰：Yankee soldier in Shantytown (uncredited)'), ('Shep Houghton', '饰：Southern dandy (uncredited)'), ('Si Jenks', '饰：Yankee on street (uncredited)'), ('乔治·米克', '饰：Poker-playing captain (uncredited)'), ('阿尔贝托·莫林', '饰：Rene Picard (uncredited)'), ('Adrian Morris', '饰：Carpetbagger orator (uncredited)'), ('Lee Murray', '饰：Drummerboy (uncredited)'), ('David Newell', '饰：Cade Calvert (uncredited)'), ('李·费尔普斯', '饰：Bartender (uncredited)'), ('Jolane Reynolds', '饰：Cancan girl (uncredited)'), ('Marjorie Reynolds', '饰：Guest at Twelve Oaks (uncredited)'), ('Suzanne Ridgeway', '饰：Cancan girl (uncredited)'), ('William Stack', '饰：Minister (uncredited)'), ('William Stelling', '饰：Returning veteran (uncredited)'), ('Harry Strang', ""饰：Tom's aide (uncredited)""), ('Emerson Treacy', '饰：(uncredited)'), ('F. Driver', '饰：Housemaid (evening prayers) (uncredited)'), ('Joan Drake', '饰：Hospital nurse (uncredited)'), ('Ned Davenport', '饰：Jewel collector at bazaar (uncredited)'), ('Martina Cortina', '饰：Housemaid at Twelve Oaks (uncredited)'), ('Kelly Griffin', '饰：Bonnie Blue Butler (newborn) (uncredited)'), ('Susan Falligant', '饰：(uncredited)'), ('Marcella Martin', '饰：Cathleen Calvert'), ('卡洛尔·奈', '饰：Frank Kennedy'), ('艾丽西亚·瑞特', '饰：India Wilkes'), ('奥斯卡·波尔克', '饰：Pork'), ('Gary Carlson', '饰：Beau Wilkes (uncredited)'), ('Ruth Byers', '饰：Housemaid (evening prayers) (uncredited)'), ('Ann Bupp', '饰：(uncredited)'), ('艾瑞克·林登', '饰：Amputation case'), ('安·卢瑟福德', '饰：Carreen OHara'), ('弗莱德·克莱恩', '饰：Brent Tarleton'), ('Evelyn Harding', '饰：Cancan girl (uncredited)'), ('乔治·哈卡索恩', '饰：Wounded soldier in pain (uncredited)'), ('Emmett King', '饰：Party Guest (uncredited)'), ('Lennie Bluett', '饰：Yankee Soldier in Shantytown,Townsperson (uncredited)'), ('Louisa Robert', '饰：(uncredited)'), ('Azarene Rogers', '饰：Housemaid at Twelve Oaks (uncredited)'), ('Tom Seidel', '饰：Tony Fontaine (uncredited)'), ('迪克·韦恩·萨莫斯', '饰：Youngest boy in band (uncredited)'), ('Phillip Trent', '饰：Gentleman,Bearded Confederate on Steps of Tara (uncredited)'), ('Julia Ann Tuck', '饰：Bonnie at six months (uncredited)'), ('Sarah Whitley', '饰：Housemaid at Twelve Oaks (uncredited)'), ('Zack Williams', '饰：Elijah (uncredited)'), ('Inez Hatchett', '饰：Housemaid at Twelve Oaks (uncredited)'), ('Jean Heker', '饰：Hospital nurse (uncredited)'), ('Ricky Holt', ""饰：Melanie's son (uncredited)""), ('Tommy Kelly', '饰：Boy in band (uncredited)'), ('W. Kirby', '饰：Yankee soldier in Shantytown (uncredited)'), ('William McClain', '饰：Old Levi (uncredited)'), ('H. Nellman', '饰：Yankee soldier in Shantytown (uncredited)'), ('N. Pharr', '饰：Housemaid (evening prayers) (uncredited) (as N. Pharr)'), ('汤姆·泰勒', '饰：Commanding officer during evacuation (uncredited)'), ('E·阿兰·沃伦', ""饰：Frank Kennedy's clerk (uncredited)""), ('布卢·华盛顿', ""饰：Renegade's companion (uncredited)""), ('Dan White', '饰：Bit Part (uncredited)'), ('欧内斯特·惠特曼', ""饰：Carpetbagger's friend (uncredited)""), ('Guy Wilkerson', '饰：Wounded card player (uncredited)'), ('约翰·雷', '饰：(uncredited)'), ('Horace B. Carpenter', '饰：Atlanta Citizen (uncredited)'), ('Shirley Chambers', ""饰：Belle's Girl (uncredited)""), ('Billy Cook', '饰：Boy with tears in his eyes when death rolls read (uncredited)'), (""Yola d'Avril"", ""饰：Belle's Girl (uncredited)""), ('Lester Dorr', '饰：Minor Role (uncredited)'), ('Col. Timothy J. Lonergan', '饰：Party Guest (uncredited)'), ('玛格丽特·曼', '饰：Woman Writing Letter at Atlanta Church Hospital (uncredited)'), ('Charles Middleton', '饰：Townsperson with stove pipe hat (uncredited) (unconfirmed)'), ('斯考特西顿', '饰：Guest at Birthday Party (uncredited)'), ('Dale Van Sickel', '饰：Gentleman at Twelve Oaks Barbecue (uncredited)')]",美国,"[('山姆·伍德', 'https://p0.meituan.net/movie/a82947e77d1de0cb24b7a7b42d7648a915217.jpg@128w_170h_1e_1c'), ('维克多·弗莱明', 'https://p0.meituan.net/movie/88e0e07ff57a12adc431d5ec5316e7ef27275.jpg@128w_170h_1e_1c')]",238 分钟,乱世佳人 - Gone with the Wind
"[('蒂姆·罗宾斯', '饰：安迪 Andy Dufresne'), ('摩根·弗里曼', ""饰：瑞德 Ellis Boyd 'Red' Redding""), ('鲍勃·冈顿', '饰：典狱长诺顿 Warden Samuel Norton'), ('威廉·桑德勒', '饰：海伍德 Heywood'), ('克兰西·布朗', '饰：赫德利 Captain Byron T. Hadley'), ('吉尔·贝罗斯', '饰：汤米 Tommy'), ('马克·罗斯顿', '饰：鲍格斯 Bogs Diamond'), ('詹姆斯·惠特摩', '饰：布鲁克斯 Brooks Hatlen'), ('杰弗里·德曼', '饰：1946 D.A.'), ('拉里·布兰登伯格', '饰：Skeet'), ('尼尔·吉恩托利', '饰：Jigger'), ('布赖恩·利比', '饰：Floyd'), ('大卫·普罗瓦尔', '饰：Snooze'), ('乔·劳格诺', '饰：Ernie'), ('祖德·塞克利拉', '饰：Guard Mert'), ('保罗·麦克兰尼', '饰：Guard Trout'), ('芮妮·布莱恩', ""饰：Andy Dufresne's Wife""), ('斯科特·曼', '饰：Glenn Quentin'), ('约翰·霍顿', '饰：1946 Judge'), ('戈登·格林', '饰：1947 Parole Hearings Man (as Gordon C. Greene)'), ('阿方索·弗里曼', '饰：Fresh Fish Con'), ('V·J·福斯特', '饰：Hungry Fish Con'), ('约翰·萨默斯', '饰：New Fish Guard'), ('弗兰克·梅德拉诺', '饰：Fat Ass'), ('马克·迈尔斯', '饰：Tyrell'), ('阿兰·凯斯勒', '饰：Laundry Bob'), ('摩根·伦德', '饰：Laundry Truck Driver'), ('康奈尔·华莱士', '饰：Laundry Leonard'), ('加里·李·戴维斯', '饰：Rooster'), ('尼尔·萨默斯', '饰：Pete'), ('耐德·巴拉米', '饰：Guard Youngblood'), ('乔·佩科拉罗', '饰：Projectionist (as Joseph Pecoraro)'), ('小哈罗德·科普', '饰：Hole Guard'), ('布赖恩·戴拉特', '饰：Guard Dekins'), ('唐·麦克马纳斯', '饰：Guard Wiley (as Don R. McManus)'), ('唐纳德·津恩', '饰：Moresby Batter (as Donald E. Zinn)'), ('多萝西·希尔沃', '饰：1954 Landlady'), ('罗伯特·海利', '饰：1954 Food-Way Manager'), ('达纳·斯奈德', '饰：1954 Food-Way Woman'), ('John D. Craig', '饰：1957 Parole Hearings Man'), ('肯·马吉', '饰：Ned Grimes'), ('Eugene C. DePasquale', '饰：Mail Caller (as Eugene C. De Pasquale)'), ('比尔·鲍兰德', '饰：Elmo Blatch'), ('罗恩·纽厄尔', '饰：Elderly Hole Guard'), ('约翰·伍德沃德', '饰：Bullhorn Tower Guard'), ('查克·布劳彻勒', '饰：Man Missing Guard'), ('迪翁·安德森', '饰：Head Bull Haig'), ('克莱尔·史莱姆', '饰：Bank Teller'), ('James Kisicki', '饰：Bank Manager'), ('詹姆斯·巴伯森', '饰：Con (uncredited)'), ('罗恩·托马斯', '饰：Bugle Editor'), ('查理·卡恩斯', '饰：1966 D.A.'), ('Rob Reider', '饰：Duty Guard'), ('布莱恩·布罗菲', '饰：1967 Parole Hearings Man'), ('Paul Kennedy', '饰：1967 Food-Way Manager'), ('Brad Spencer', '饰：1957 Parole Hearings Guard (uncredited)'), ('丹尼斯·贝克', '饰：Old Man on Bus'), ('弗雷德·克柏森', '饰：Police Officer (uncredited)'), ('丽塔·海华斯', '饰：Gilda Mundson Farrell (archive footage) (uncredited)'), ('理查德·杜恩', '饰：Con (uncredited)'), ('Michael Lightsey', '饰：Con (uncredited)'), ('加里·琼斯', '饰：Convict (uncredited)'), ('阿隆佐·F·琼斯', '饰：Inmate (uncredited)'), ('克里斯·佩吉', '饰：Traffic (driver) (uncredited)'), ('塞尔吉奥·加藤', '饰：Inmate II'), ('约瑟夫·劳格诺', '饰：厄尼 Ernie')]",美国,"[('弗兰克·德拉邦特', 'https://p1.meituan.net/movie/22421b54442e627a99af816c3595e4a745789.jpg@128w_170h_1e_1c')]",142 分钟,肖申克的救赎 - The Shawshank Redemption
